source,detention_facility_code,name,address_full,address,city,state,latitude,longitude,zip,n_codings
hold,POMHOLD,"Portland, ME Hold Room","40 Manson Libby Road Suite 101, Scarborough, Me 04074",40 Manson Libby Road Suite 101,Scarborough,ME,43.57880425,-70.36056715,4074,4
team-geocoding,WLTSOFL,Walton County Jail,"40 Sheriff Cir, Defuniak Springs, FL 32433",40 Sheriff Cir,Defuniak Springs,FL,30.78346025,-86.1039943,32433,4
hold,INPHOLD,Indianapolis Hold Room,"40 South Alabama Street, Indianapolis, In 46204",40 South Alabama Street,Indianapolis,IN,39.76591442,-86.15355163,46204,2
team-geocoding,BLBNATX,Bluebonnet Detention Facility,"400 2nd Street, Anson, TX 79501",400 2nd Street,Anson,TX,32.76764511,-99.88808411,79501,4
team-geocoding,CHSPKVA,Chesapeake City Jail,"400 Albemarle Dr, Chesapeake, VA 23322",400 Albemarle Dr,Chesapeake,VA,36.71921713,-76.24997269,23322,3
team-geocoding,MHCHSMI,Munson Healthcare Cadillac Hospital,"400 Hobart St, Cadillac, MI 49601",400 Hobart St,Cadillac,MI,44.245567,-85.38951802,49601,2
team-geocoding,ARRMCCA,Arrowhead Regional Medical Center,"400 N. Pepper Avenue, Colton, CA 92324",400 N. Pepper Avenue,Colton,CA,34.07398698,-117.351356,92324,3
team-geocoding,BERNANM,Albuquerque Police Department,"400 Roma Ave NW, Albuquerque, NM 87102",400 Roma Ave NW,Albuquerque,NM,35.08924662,-106.650944,87102,4
team-geocoding,MIDMHTX,Midland Memorial Hospital,"400 Rosalind Redfern Grover Parkway, Midland, TX 79701",400 Rosalind Redfern Grover Parkway,Midland,TX,31.99675704,-102.09953,79701,2
team-geocoding,MIDLATX,Midland Detention Center,"400 S Main Street, Midland, TX 79701",400 S Main Street,Midland,TX,31.99404968,-102.0748857,79701,4
hold,VVSHOLD,Shreveport Hold Room,"400 Texas Street, Suite 900, Shreveport, La","400 Texas Street, Suite 900",Shreveport,LA,32.51361901,-93.74925199,71101,4
team-geocoding,SCOTTIA,Scott County Detention Facility,"400 W 4th St, Davenport, IA 52801",400 W 4th St,Davenport,IA,41.52386632,-90.57924038,52801,3
team-geocoding,MUSCAIA,Muscatine County Jail,"400 Walnut Street, Muscatine, IA 52761",400 Walnut Street,Muscatine,IA,41.42433913,-91.04451543,52761,4
team-geocoding,BURLEND,Burleigh County Detention Center,"4000 Apple Creek Road, Bismarck, ND 58504",4000 Apple Creek Road,Bismarck,ND,46.79632959,-100.7263795,58504,3
team-geocoding,MARICOR,Marion County Jail,"4000 Aumsville Highway Se, Salem, OR 97301",4000 Aumsville Highway Se,Salem,OR,44.89656231,-122.9605171,97301,3
team-geocoding,DOUGLCO,Douglas County Detention Center,"4000 Justice Way, Castle Rock, CO 80109",4000 Justice Way,Castle Rock,CO,39.40231655,-104.8640292,80109,4
hold,SYRHOLD,Syracuse Hold Room,"401 S. Salina Street, Suite 108, Syracuse, Ny 13202","401 S. Salina Street, Suite 108",Syracuse,NY,43.04672795,-76.15151819,13202,73119
team-geocoding,OSCEOFL,Osceola County Jail,"402 Simpson Rd, Kissimmee, FL 34744",402 Simpson Rd,Kissimmee,FL,28.29626212,-81.35244938,34744,3
team-geocoding,MRYHPMN,Mercy Hospital,"4050 Coon Rapids Blvd, Coon Rapids, MN 55433",4050 Coon Rapids Blvd,Coon Rapids,MN,45.18306682,-93.36971949,55433,4
team-geocoding,SLRDCAZ,San Luis Regional Detention Center,"406 North Avenue D, San Luis, AZ 85349",406 North Avenue D,San Luis,AZ,32.48466594,-114.6846373,85349,4
team-geocoding,KCCDCTX,Karnes County Civil Detention Facility,"409 Fm 1144, Karnes City, Tx 78118",409 Fm 1144,Karnes City,TX,28.88474485,-97.91519074,78118,4
team-geocoding,KRNRCTX,Karnes County Residential Center2,"409 Fm 1144, Karnes City, TX 78118",409 Fm 1144,Karnes City,TX,28.88474485,-97.91519074,78118,4
team-geocoding,LHMCBMA,Lahey Hospital & Medical Center,"41 Burlington Mall Rd, Burlington, MA 01805",41 Burlington Mall Rd,Burlington,MA,42.48548852,-71.20404746,1805,4
team-geocoding,CHRISKY,Christian County Jail,"410 West 7th Street, Hopkinsville, KY 42240",410 West 7th Street,Hopkinsville,KY,36.86780594,-87.49036804,42240,3
team-geocoding,FREEBMN,Freeborn County Jail Services,"411 S. Broadway Avenue, Albert Lea, MN 56007",411 S. Broadway Avenue,Albert Lea,MN,43.64599669,-93.36810296,56007,5
hold,SPOHOLD,Spokane Hold Room,"411 W Cataldo Avenue, Spokane, Wa 99201",411 W Cataldo Avenue,Spokane,WA,47.66576345,-117.4179692,99201,4
team-geocoding,PLATTMO,Platte County Jail,"415 Third Street, Platte City, MO 64079",415 Third Street,Platte City,MO,39.37166539,-94.78019244,64079,3
team-geocoding,PHPMHGA,Phoebe Putney Memorial Hospital,"417 W Third Ave, Albany, GA 31701",417 W Third Ave,Albany,GA,31.59038707,-84.15756568,31701,3
team-geocoding,SMARYMD,St Mary's County Detention Center,"41880 Baldridge Street, Leonardtown, MD 20650",41880 Baldridge Street,Leonardtown,MD,38.30283319,-76.62814991,20650,5
team-geocoding,BOPDEV,Devens Fmc,"42 Patton Rd, Devens, MA 01434",42 Patton Rd,Devens,MA,42.52930037,-71.62304095,1434,4
team-geocoding,RDHOSPA,Reading Hospital,"420 S 5th Avenue, West Reading, PA 19611",420 S 5th Avenue,West Reading,PA,40.33007455,-75.94916278,19611,3
team-geocoding,LOUCOVA,Loudoun County,"42035 Loudoun Center Place, Leesburg, VA 20175",42035 Loudoun Center Place,Leesburg,VA,39.07501078,-77.54534461,20175,4
team-geocoding,PUTNMTN,Putnam County Sheriff,"421 E Spring St., Cookeville, TN 38501",421 E Spring St.,Cookeville,TN,36.16153688,-85.49796141,38501,3
team-geocoding,ALAMOTX,Alamo Police Department,"423 N Tower Road, Alamo, TX 78516",423 N Tower Road,Alamo,TX,26.18684613,-98.11078218,78516,5
team-geocoding,GASTNNC,Gaston County Jail,"425 Dr M.l.k. Jr. Way, Gastonia, NC 28052",425 Dr M.l.k. Jr. Way,Gastonia,NC,35.26751035,-81.18343961,28052,3
team-geocoding,CACFMES,Mesa Verde ICE Processing Center,"425 Golden State Avenue, Bakersfield, CA 93301",425 Golden State Avenue,Bakersfield,CA,35.37931836,-119.0065207,93301,3
team-geocoding,RAADCMN,"Ramsey Adult Detention Center Annex, Spm","425 Grove Street, Saint Paul, MN 55101",425 Grove Street,Saint Paul,MN,44.95628917,-93.08610962,55101,3
team-geocoding,CAMBRPA,"Cambria County Jail, PA","425 Manor Drive, Ebensburg, PA 15931",425 Manor Drive,Ebensburg,PA,40.48440374,-78.70141182,15931,5
team-geocoding,BTV,Buffalo (Batavia) Service Processing Center,"4250 Federal Drive, Batavia, NY 14020",4250 Federal Drive,Batavia,NY,43.0204479,-78.20212174,14020,3
hold,CMDHOLD,Batavia Command Center Hold Room,"4250 Federal Drive, Batavia, Ny 14020",4250 Federal Drive,Batavia,NY,43.02019981,-78.20260937,14020,2
hold,POOHOLD,Portland District Office,"4310 S Macadam Avenue Suite 300, Portland, Or 97239",4310 S Macadam Avenue Suite 300,Portland,OR,45.49280392,-122.6726165,97239,4
team-geocoding,KPCHOAZ,Phoenix Specialty Hospital,"433 E 6th St, Mesa, AZ 85203",433 E 6th St,Mesa,AZ,33.42551597,-111.8213499,85203,4
team-geocoding,SIOUXIA,Sioux County Jail,"4363 Ironwood Avenue, Orange City, IA 51041",4363 Ironwood Avenue,Orange City,IA,43.01882741,-96.07743013,51041,4
hold,SAGHOLD,San Angelo Hold Room,"4382 N Us Hwy 277, San Angelo, Tx 76905",4382 N Us Hwy 277,San Angelo,TX,31.49788472,-100.3668734,76905,3
team-geocoding,TGREETX,Tom Green County Jail,"4382 N US Hwy 277, San Angelo, TX 76905",4382 N US Hwy 277,San Angelo,TX,31.49783364,-100.3668749,76905,4
team-geocoding,LARELKY,Laurel County Correctional Center,"440 Hammock Road, London, KY 40744",440 Hammock Road,London,KY,37.05715191,-84.07137624,40744,2
hold,OKCHOLD,Oklahoma City Hold Room,"1220 Sovereign Row, Oklahoma City, Ok 73108",1220 Sovereign Row,Oklahoma City,OK,35.4536782,-97.59814012,73108,73108
hold,PROHOLD,Prohold,"443 Jefferson Blvd North Suite, Warwick, Ri 02886",443 Jefferson Blvd North Suite,Warwick,RI,41.73571611,-71.44113855,2886,4
hold,REDHOLD,Redding Hold Room,"443 Redcliff Drive, Redding, Ca 96002",443 Redcliff Drive,Redding,CA,40.5750068,-122.3626105,96002,3
team-geocoding,FCLT8CA,Facility 8 Detention Facility,"446 Alta Rd. Suite 5300, San Diego, CA 92158",446 Alta Rd. Suite 5300,San Diego,CA,32.5919577,-116.9241024,92158,3
team-geocoding,MHTFHOH,Mercy Health - Tiffin Hospital,"45 St Lawrence Drive, Tiffin, OH 44883",45 St Lawrence Drive,Tiffin,OH,41.10415299,-83.21621701,44883,5
team-geocoding,CASSCND,Cass County Jail,"450 34th Street South, Fargo, ND 58103",450 34th Street South,Fargo,ND,46.86958851,-96.83313991,58103,4
team-geocoding,LOSCJCA,Los Angeles County Jail-Twin Tower,"450 Bauchet Street, Los Angeles, CA 90012",450 Bauchet Street,Los Angeles,CA,34.05872701,-118.230515,90012,5
hold,HARHOLD,Hartford Office,"450 Main Street, Hartford, Ct 06103",450 Main Street,Hartford,CT,41.76129399,-72.67425179,6103,6
hold,LRAHOLD,Little Rock Hold Room,"4501 E Roosevelt Road, Little Rock, Ar 72206",4501 E Roosevelt Road,Little Rock,AR,34.72110213,-92.22493232,72206,3
team-geocoding,UVHSATX,University Hospital,"4502 Medical Dr, San Antonio, TX 78229",4502 Medical Dr,San Antonio,TX,29.50705674,-98.57813556,78229,7
team-geocoding,DHDFNJ,Delaney Hall Detention Facility,"451 Doremus Avenue, Newark, NJ 07105",451 Doremus Avenue,Newark,NJ,40.71799741,-74.12833924,7105,3
team-geocoding,UCSDHCA,Unv California San Diego Hospital,"4520 Executive Dr, San Diego, CA 92121",4520 Executive Dr,San Diego,CA,32.87519985,-117.2148794,92121,2
team-geocoding,FLORHAZ,HonorHealth Florence Medical Center,"4545 N Hunt Hwy, Florence, AZ 85132",4545 N Hunt Hwy,Florence,AZ,33.07326552,-111.4856323,85132,5
team-geocoding,PHRCENJ,Plaza Healthcare Rehab Center,"456 Rahway Avenue, Elizabeth, NJ 07202",456 Rahway Avenue,Elizabeth,NJ,40.65702904,-74.22787148,7202,2
team-geocoding,BEHOSNY,"Bellevue Hospital, Manhat","462 1st Avenue, New York, NY 10016",462 1st Avenue,New York,NY,40.73954825,-73.97633468,10016,3
team-geocoding,ECMCBNY,Erie County Medical Center,"462 Grider Street, Buffalo, NY 14215",462 Grider Street,Buffalo,NY,42.92694678,-78.83100577,14215,4
hold,CRGHOLD,Craig Hold Room,"466 Tucker Street, Craig, Co 81626",466 Tucker Street,Craig,CO,40.51361837,-107.5452081,81626,3
team-geocoding,LRDICDF,Corecivic Laredo Processing Center,"4702 East Saunders, Laredo, TX 78041",4702 East Saunders,Laredo,TX,27.52925759,-99.44856712,78041,2
hold,SPGHOLD,Enforcement and Removal Operations Hold Room (Springfield MO),"4715 West Junction Street, Springfield, Mo 65802",4715 West Junction Street,Springfield,MO,37.21639265,-93.37402427,65802,2
team-geocoding,BPC,Boston Service Processing Center,"476-498 Hanover St Exd, Boston, MA 02109",476-498 Hanover St Exd,Boston,MA,42.36782376,-71.0520908,2109,2
team-geocoding,UMCEPTX,University Medical Center of El Paso,"4815 Alameda Ave, El Paso, TX 79905",4815 Alameda Ave,El Paso,TX,31.7713296,-106.4340021,79905,2
team-geocoding,ALLEGNY,Allegany County Jail,"4884 State Route 19, Belmont, NY 14813",4884 State Route 19,Belmont,NY,42.2125682,-78.01703328,14813,2
team-geocoding,CBENDTX,Coastal Bend Detention Center,"4909 FM2826, Robstown, TX 78380",4909 FM2826,Robstown,TX,27.73672232,-97.75480211,78380,2
team-geocoding,CONHOTX,Connally Memorial Medical Center,"499 10th Street, Floresville, TX 78114",499 10th Street,Floresville,TX,29.15866293,-98.17490198,78114,2
team-geocoding,CATAHLA,Catahoula Correctional Center,"499 Old Colombia Road, Harrisonburg, LA 71340",499 Old Colombia Road,Harrisonburg,LA,31.77501001,-91.83695296,71340,3
hold,FSAHOLD,Fort Smith Hold Room,"4991 Old Greenwood Road, Fort Smith, Ar 72903",4991 Old Greenwood Road,Fort Smith,AR,35.3358685,-94.38851384,72903,2
team-geocoding,STGENMO,Sainte Genevieve County Jail,"5 Basler Drive, Sainte Genevieve, MO 63670",5 Basler Drive,Sainte Genevieve,MO,37.96605377,-90.05559285,63670,3
team-geocoding,INDMPIN,Indianapolis Metropolitan PD,"50 Alabama St, Indianapolis, IN 46204",50 Alabama St,Indianapolis,IN,39.76795998,-86.15298996,46204,2
team-geocoding,CUMBEME,Cumberland County Jail,"50 County Way, Portland, ME 04102",50 County Way,Portland,ME,43.65117004,-70.28184004,4102,2
team-geocoding,LAWRESD,Lawrence County Jail,"50 Tatanka Dr, Deadwood, SD 57732",50 Tatanka Dr,Deadwood,SD,44.39682696,-103.7119196,57732,2
hold,LRDHOLD,Laredo Detention Center Hold Room,"500 E. Mann Road, Suite A-3, Laredo, Tx 78041","500 E. Mann Road, Suite A-3",Laredo,TX,27.55908098,-99.49982698,78041,2
team-geocoding,RSREGVA,Riverside Regional Jail,"500 Folar Trail, North Prince George, VA 23860",500 Folar Trail,North Prince George,VA,37.3071009,-77.34100945,23860,2
team-geocoding,JCRLYTX,Joe Corley Processing Center,"500 Hilbig Road, Conroe, TX 77301",500 Hilbig Road,Conroe,TX,30.33580401,-95.448276,77301,2
hold,RSWHOLD,Roswell Hold Room,"500 N. Richardson Avenue, Roswell, Nm 88201",500 N. Richardson Avenue,Roswell,NM,33.39823379,-104.5248356,88201,2
team-geocoding,MMMCSMI,Mymichigan Medical Center Sault,"500 Osborn Blvd, Sault Sainte Marie, MI 49783",500 Osborn Blvd,Sault Sainte Marie,MI,46.49812599,-84.35046302,49783,2
hold,AUSHOLD,Austin Detention and Removal Operations Hold Room,"500 W 10th St, Austin, Tx 78701",500 W 10th St,Austin,TX,30.27332216,-97.74613167,78701,2
team-geocoding,PHELPMO,Phelps County Jail,"500 W. 2nd Street, Rolla, MO 65401",500 W. 2nd Street,Rolla,MO,37.945737,-91.77515504,65401,2
team-geocoding,WASHIMD,Washington County Detention,"500 Western Maryland Parkway, Hagerstown, MD 21740",500 Western Maryland Parkway,Hagerstown,MD,39.63950317,-77.76189888,21740,2
team-geocoding,KNXDFTN,Roger D. Wilson Detention Facility,"5001 Maloneyville Rd, Knoxville, TN 37918",5001 Maloneyville Rd,Knoxville,TN,36.08502499,-83.84114322,37918,2
hold,NSVHOLD,Nashville Hold Room,"501 Brick Church Park Drive, Nashville, Tn 37207",501 Brick Church Park Drive,Nashville,TN,36.22512326,-86.78658624,37207,2
team-geocoding,CLARKIN,Clark County Jail,"501 E Court Avenue Suite 159, Jeffersonville, IN 47130",501 E Court Avenue Suite 159,Jeffersonville,IN,38.27740338,-85.73700013,47130,2
hold,LVGHOLD,Las Vegas Hold Room,"501 S. Las Vegas Boulevard Suite 100, Las Vegas, Nv 89101",501 S. Las Vegas Boulevard Suite 100,Las Vegas,NV,36.16404198,-115.143298,89101,2
team-geocoding,SWEETWY,Sweetwater County Detention Center,"50140 Us Highway 191 South, Rock Springs, WY 82901",50140 Us Highway 191 South,Rock Springs,WY,41.53703632,-109.3002655,82901,2
team-geocoding,WORCEMD,Worcester County Jail,"5022 Joyner Road, Snow Hill, MD 21863",5022 Joyner Road,Snow Hill,MD,38.17003656,-75.37565444,21863,2
team-geocoding,HCAHCTX,HCA Houston Hc Conroe,"504 Medical Center Blvd, Conroe, TX 77304",504 Medical Center Blvd,Conroe,TX,30.28417928,-95.46825041,77304,2
team-geocoding,NLSCOLA,Nelson Coleman Correction,"5061 Highway 3127, Killona, LA 70057",5061 Highway 3127,Killona,LA,29.991934,-90.50261072,70057,3
team-geocoding,STCHRLA,Nelson Coleman Correctional Center,"5061 La Highway 3127, Killona, LA 70057",5061 La Highway 3127,Killona,LA,29.991934,-90.50261072,70057,2
team-geocoding,FRMVLVA,Farmville Detention Center,"508 Waterworks Road, Farmville, VA 23901",508 Waterworks Road,Farmville,VA,37.32057983,-78.44092758,23901,2
new,LYNRJVA,BRRJ Lynchburg,"510 9th St, Lynchburg, VA 24504",510 9th St,Lynchburg,VA,37.41283622,-79.14506302,24504,2
team-geocoding,WAUKEWI,Waukesha County Jail,"515 W Moreland Blvd, Waukesha, WI 53188",515 W Moreland Blvd,Waukesha,WI,43.02223576,-88.22965085,53188,2
hold,GRMHOLD,Grand Rapids Hold Room,"517 Ottawa Ave Nw, Grand Rapids, Mi 49503",517 Ottawa Ave Nw,Grand Rapids,MI,42.97266679,-85.67048302,49503,2
hold,HENHOLD,Hendersonville Hold Room,"518 6th Avenue West, Hendersonville, Nc 28739",518 6th Avenue West,Hendersonville,NC,35.31875999,-82.46779503,28739,3
team-geocoding,PKLDHTX,Parkland Hospital,"5200 Harry Hines Blvd, Dallas, TX 75235",5200 Harry Hines Blvd,Dallas,TX,32.81173132,-96.83571868,75235,2
team-geocoding,LEXINSC,Lexington County Jail,"521 Gibson Road, Lexington, SC 29072",521 Gibson Road,Lexington,SC,33.97926087,-81.25044606,29072,2
team-geocoding,TBRJLME,Two Bridges Regional Jail,"522 Bath Road, Wiscasset, ME 04578",522 Bath Road,Wiscasset,ME,43.97837246,-69.69871824,4578,2
team-geocoding,LINNJIA,Linn County Jail,"53 3rd Avenue Bridge, Cedar Rapids, IA 52401",53 3rd Avenue Bridge,Cedar Rapids,IA,41.9746498,-91.66921113,52401,2
hold,MLJHOLD,Mount Laurel Hold Room,"532 Fellowship Road Suite A, Mount Laurel, Nj 08054",532 Fellowship Road Suite A,Mount Laurel,NJ,39.93309161,-74.95747677,8054,2
team-geocoding,CRYCCTX,Crystal City Correctional Center,"5332 US-83, Crystal City, TX 78839",5332 US-83,Crystal City,TX,28.74688094,-99.84383177,78839,2
team-geocoding,BOPLOS,Los Angeles Metropolitan Detention Center,"535 Alameda St, Los Angeles, CA 90012",535 Alameda St,Los Angeles,CA,34.0534729,-118.2382043,90012,2
new,LEONCFL,Leon County Jail,"535 Appleyard Drive, Tallahassee, FL 32316",535 Appleyard Drive,Tallahassee,FL,30.43665171,-84.33564441,32316,2
team-geocoding,SPRHONY,Spring Valley Hospital,"5400 S Rainbow Blvd, Las Vegas, NV 89118",5400 S Rainbow Blvd,Las Vegas,NV,36.09062745,-115.239613,89118,3
new,PAMSATX,Pam Health Specialty Hospital 1,"5418 N. Loop 1604 West, San Antonio, TX 78249",5418 N. Loop 1604 West,San Antonio,TX,29.59021528,-98.59160477,78249,3
hold,ABQHOLD,Albuquerque Hold Room,"5441 Watson Drive South East, Albuquerque, Nm 87106",5441 Watson Drive South East,Albuquerque,NM,35.00126699,-106.6169912,87106,2
team-geocoding,FLDSSFS,Florida Soft-Sided Facility-South,"54575 Tamiami Trail E, Ochopee, FL 34141",54575 Tamiami Trail E,Ochopee,FL,25.86545815,-80.89870829,34141,2
team-geocoding,UMASSMA,Umass Memorial Medical Center,"55 Lake Ave N, Worcester, MA 01655",55 Lake Ave N,Worcester,MA,42.27756491,-71.7616715,1655,2
team-geocoding,OCIRCCA,Orange Count Intake Release Facility,"550 North Flower Street, Santa Ana, CA 92703",550 North Flower Street,Santa Ana,CA,33.7488147,-117.8784021,92703,2
hold,CHAHOLD,Charlotte Amalie Hold Room,"5500 Veterans Dr, St. Thomas, Vi 00802",5500 Veterans Dr,St. Thomas,VI,18.34051145,-64.92685482,802,2
team-geocoding,MONROFL,Monroe County Jail,"5501 College Road, Key West, FL 33040",5501 College Road,Key West,FL,24.57657206,-81.75136686,33040,2
team-geocoding,INTEGOK,Integris Health Baptist Medical,"5501 N. Portland, Oklahoma City, OK 73112",5501 N. Portland,Oklahoma City,OK,35.52676999,-97.58462698,73112,2
team-geocoding,LPAPSAZ,LA Palma Correctional Center Apso,"5501 North La Palma Road, Eloy, AZ 85131",5501 North La Palma Road,Eloy,AZ,32.81490557,-111.529474,85131,2
team-geocoding,LPLCCAZ,LA Palma Correctional Center,"5501 North La Palma Road, Eloy, AZ 85131",5501 North La Palma Road,Eloy,AZ,32.81451817,-111.528823,85131,2
new,HMCHOTX,Harlingen Medical Center,"5501 S Expressway 77/83, Harlingen, TX 78550",5501 S Expressway 77/83,Harlingen,TX,26.15745,-97.67529998,78550,
team-geocoding,LAKCOFL,Lake County Jail,"551 W. Main St., Tavares, FL 32778",551 W. Main St.,Tavares,FL,28.80187717,-81.73296138,32778,
hold,TAMHOLD,Tampa Hold Room,"5524 West Cypress Street, Tampa, Fl 33607",5524 West Cypress Street,Tampa,FL,27.95167185,-82.53982291,33607,
team-geocoding,NIAGANY,Niagara County Jail,"5526 Niagara Street Extention, Lockport, NY 14094",5526 Niagara Street Extention,Lockport,NY,43.18030263,-78.73732719,14094,
team-geocoding,MSVPCPA,Moshannon Valley Processing Center,"555 Geo Drive, Philipsburg, PA 16866",555 Geo Drive,Philipsburg,PA,40.92260818,-78.24169679,16866,
hold,WICHOLD,Wichita Hold Room,"555 North Woodlawn Street Building 4, Suite 160, Wichita, Ks 67208","555 North Woodlawn Street Building 4, Suite 160",Wichita,KS,37.69580858,-97.26504404,67208,
team-geocoding,BROJAFL,Broward County Jail,"555 Se 1st Avenue, Fort Lauderdale, FL 33301",555 Se 1st Avenue,Fort Lauderdale,FL,26.11614231,-80.14209399,33301,
team-geocoding,LBJHSTX,Harris Health Lbj Hospital,"5656 Kelley St, Houston, TX 77026",5656 Kelley St,Houston,TX,29.81192802,-95.31240602,77026,
hold,STDHOLD,South Texas/Pearsall Hold Room,"566 Veterans Dr, Pearsall, Tx 78061",566 Veterans Dr,Pearsall,TX,28.89412689,-99.12107157,78061,
team-geocoding,STCDFTX,South Texas ICE Processing Center,"566 Veterans Drive, Pearsall, TX 78061",566 Veterans Drive,Pearsall,TX,28.89486166,-99.12126683,78061,
team-geocoding,METROFL,Metro Dade Jail,"5680 Southwest 87th Avenue, Miami, FL 33173",5680 Southwest 87th Avenue,Miami,FL,25.71542744,-80.33587179,33173,
hold,GJCHOLD,Grand Junction Hold Room,"569 S. Commercial Drive, Grand Junction, Co 81505",569 S. Commercial Drive,Grand Junction,CO,39.08709556,-108.5858754,81505,
team-geocoding,BAYCOFL,Bay County,"5700 Star Lane, Panama City, FL 32404",5700 Star Lane,Panama City,FL,30.22608007,-85.56210812,32404,
team-geocoding,SROSAFL,Santa Rosa County Jail,"5755 East Milton Road, Milton, FL 32583",5755 East Milton Road,Milton,FL,30.64349152,-86.97431178,32583,
team-geocoding,FLBHCFL,Fort Lauderdale Behavor Health Center,"5757 N Dixie Hwy, Oakland Park, FL 33334",5757 N Dixie Hwy,Oakland Park,FL,26.19754928,-80.13333978,33334,
team-geocoding,CLINTPA,Clinton County Correctional Facility,"58 Pine Mountain Road, Mcelhattan, PA 17748",58 Pine Mountain Road,Mcelhattan,PA,41.15114278,-77.34937957,17748,
team-geocoding,UCCHIIL,Uchicago Medicine Hospital Chicago,"5841 S Maryland Ave, Chicago, IL 60637",5841 S Maryland Ave,Chicago,IL,41.78843099,-87.60427702,60637,
team-geocoding,WVIRGVA,Western Virginia Regional Jail,"5885 W River Rd, Salem, VA 24153",5885 W River Rd,Salem,VA,37.25088418,-80.17034186,24153,
hold,HHWHOLD,Enforcement and Removal Operations Honolulu Sub-Office Hold Room,"595 Ala Moana Boulevard, Honolulu, Hi 96813",595 Ala Moana Boulevard,Honolulu,HI,21.29993808,-157.8638846,96813,
team-geocoding,BRWNSTX,Brownsville Police Department,"600 E Jackson St, Brownsville, TX 78520",600 E Jackson St,Brownsville,TX,25.90787598,-97.49835599,78520,
team-geocoding,FAYETKY,Fayette County Detention Center,"600 Old Frankford Cr, Lexington, KY 40510",600 Old Frankford Cr,Lexington,KY,38.06563162,-84.54514102,40510,
team-geocoding,LEXFCKY,Lexington Processing @ Fayette County,"600 Old Frankford Cr, Lexington, KY 40510",600 Old Frankford Cr,Lexington,KY,38.06563162,-84.54514102,40510,
team-geocoding,CAMCOWY,Campbell County Jail,"600 West Boxelder, Gillette, WY 82718",600 West Boxelder,Gillette,WY,44.2772226,-105.512222,82718,
team-geocoding,LOCMHNY,Lockport Memorial Hospital,"6001 Shimer Dr, Lockport, NY 14094",6001 Shimer Dr,Lockport,NY,43.14884975,-78.7066112,14094,
team-geocoding,CPBDCKY,Campbell County Detention Center,"601 Central Avenue, Newport, KY 41071",601 Central Avenue,Newport,KY,39.08871276,-84.49675045,41071,
team-geocoding,EPCDFTX,El Paso County Detention Facility,"601 E. Overland, El Paso, TX 79901",601 E. Overland,El Paso,TX,31.75845584,-106.4831359,79901,
team-geocoding,STRMONY,Strong Memorial Hospital,"601 Elmwood Ave, Rochester, NY 14642",601 Elmwood Ave,Rochester,NY,43.12283219,-77.62358742,14642,
team-geocoding,BROHOMI,Bronson Methodist Hospital,"601 John Street, Kalamazoo, MI 49007",601 John Street,Kalamazoo,MI,42.28462557,-85.58040992,49007,
team-geocoding,BOPATL,Federal Correctional Institution Atlanta,"601 Mcdonough Blvd Se, Atlanta, GA 30315",601 Mcdonough Blvd Se,Atlanta,GA,33.71244414,-84.36793535,30315,
hold,SNJHOLD,Snj Hold Room,"603 San Juan Avenue First Floor, Stockton, Ca 95203",603 San Juan Avenue First Floor,Stockton,CA,37.95375697,-121.3211203,95203,
team-geocoding,STK,Stockton Staging Facility,"603 San Juan Avenue, Stockton, CA 95203",603 San Juan Avenue,Stockton,CA,37.95375697,-121.3211203,95203,
team-geocoding,CLAYCIN,Clay County Jail,"611 East Jackson Street, Brazil, IN 47834",611 East Jackson Street,Brazil,IN,39.52372922,-87.11907555,47834,
team-geocoding,GLDSACA,Golden State Annex,"611 Frontage Road, Mcfarland, CA 93250",611 Frontage Road,Mcfarland,CA,35.66990008,-119.2278086,93250,
hold,CLTHOLD,Charlotte Hold Room,"6130 Tyvola Centre Drive, Charlotte, Nc 28217",6130 Tyvola Centre Drive,Charlotte,NC,35.16429622,-80.90953805,28217,
team-geocoding,VCUHOVA,Vcu Health Tappahannock Hospital,"618 Hospital Road, Tappahannock, VA 22560",618 Hospital Road,Tappahannock,VA,37.90130269,-76.87888516,22560,
team-geocoding,SACITCA,Santa Ana City Jail,"62 Civic Center Plaza, Santa Ana, CA 92701",62 Civic Center Plaza,Santa Ana,CA,33.7502121,-117.880568,92701,
hold,ANCHOLD,Anchorage Sub-Office Hold Room,"620 East 10th Avenue, Anchorage, Ak 99501",620 East 10th Avenue,Anchorage,AK,61.21236695,-149.8722869,99501,
team-geocoding,ELZICDF,Elizabeth Contract Detention Facility,"625 Evans Street, Elizabeth, NJ 07201",625 Evans Street,Elizabeth,NJ,40.66622291,-74.18880208,7201,
team-geocoding,TNWESDF,West Tennessee Detention Facility,"6299 Finde Naifeh Drive, Mason, TN 38049",6299 Finde Naifeh Drive,Mason,TN,35.40742552,-89.54861067,38049,
team-geocoding,FNDDUWI,Fond Du Lac County Sheriff/Jail,"63 Western Ave, Fond Du Lac, WI 54935",63 Western Ave,Fond Du Lac,WI,43.77359905,-88.44861093,54935,
team-geocoding,SBERNCA,San Bernardino County Jail,"630 East Rialto Avenue, San Bernardino, CA 92408",630 East Rialto Avenue,San Bernardino,CA,34.10231198,-117.273646,92408,
hold,SFRHOLD,Sfr Hold Room,"630 Sansome Street 5th Floor, San Francisco, Ca 94111",630 Sansome Street 5th Floor,San Francisco,CA,37.79621202,-122.401634,94111,
